URL,Status,CSS-Selector,Impressum erkannt
modulor.de/impressum-und-datenschutz,Fehler,None,NEIN
modulor.de/rechtliches/impressum,Fehler,None,NEIN
modulor.de/rechtliches/impressum.html,Fehler,None,NEIN
modulor.de/s/impressum,Fehler,None,NEIN
modulor.de/de/service/imprint/,Fehler,None,NEIN
kreativ.de/impressum,Fehler,None,NEIN
kreativ.de/impressum.html,Fehler,None,NEIN
kreativ.de/legal-notice,Fehler,None,NEIN
kreativ.de/kontakt/impressum,Fehler,None,NEIN
kreativ.de/de/legal/impressum,Fehler,None,NEIN
kreativ.de/-impressum/,Fehler,None,NEIN
kreativ.de/de/impressum,Fehler,None,NEIN
kreativ.de/impressum-de,Fehler,None,NEIN
kreativ.de/impressum-datenschutz,Fehler,None,NEIN
kreativ.de/unternehmen/impressum,Fehler,None,NEIN
kreativ.de/site/impressum,Fehler,None,NEIN
kreativ.de/footer/impressum,Fehler,None,NEIN
kreativ.de/kontakt/impressum.html,Fehler,None,NEIN
kreativ.de/about/impressum,Fehler,None,NEIN
kreativ.de/info/impressum,Fehler,None,NEIN
kreativ.de/legal/impressum,Fehler,None,NEIN
kreativ.de/imprint,Fehler,None,NEIN
kreativ.de/ueber-uns/impressum,Fehler,None,NEIN
kreativ.de/pages/impressum,Fehler,None,NEIN
kreativ.de/impressum-und-datenschutz,Fehler,None,NEIN
kreativ.de/rechtliches/impressum,Fehler,None,NEIN
kreativ.de/rechtliches/impressum.html,Fehler,None,NEIN
kreativ.de/s/impressum,Fehler,None,NEIN
kreativ.de/de/service/imprint/,Fehler,None,NEIN
creativ-discount.de/impressum,Fehler,None,NEIN
creativ-discount.de/impressum.html,Fehler,None,NEIN
creativ-discount.de/legal-notice,Fehler,None,NEIN
creativ-discount.de/kontakt/impressum,Fehler,None,NEIN
creativ-discount.de/de/legal/impressum,Fehler,None,NEIN
creativ-discount.de/-impressum/,Fehler,None,NEIN
creativ-discount.de/de/impressum,Fehler,None,NEIN
creativ-discount.de/impressum-de,Fehler,None,NEIN
creativ-discount.de/impressum-datenschutz,Fehler,None,NEIN
creativ-discount.de/unternehmen/impressum,Fehler,None,NEIN
creativ-discount.de/site/impressum,Fehler,None,NEIN
creativ-discount.de/footer/impressum,Fehler,None,NEIN
creativ-discount.de/kontakt/impressum.html,Fehler,None,NEIN
creativ-discount.de/about/impressum,Fehler,None,NEIN
creativ-discount.de/info/impressum,Fehler,None,NEIN
creativ-discount.de/legal/impressum,Fehler,None,NEIN
creativ-discount.de/imprint,Fehler,None,NEIN
creativ-discount.de/ueber-uns/impressum,Fehler,None,NEIN
creativ-discount.de/pages/impressum,Fehler,None,NEIN
creativ-discount.de/impressum-und-datenschutz,Fehler,None,NEIN
creativ-discount.de/rechtliches/impressum,Fehler,None,NEIN
creativ-discount.de/rechtliches/impressum.html,Fehler,None,NEIN
creativ-discount.de/s/impressum,Fehler,None,NEIN
creativ-discount.de/de/service/imprint/,Fehler,None,NEIN
kremer-pigmente.com/impressum,Fehler,None,NEIN
kremer-pigmente.com/impressum.html,Fehler,None,NEIN
kremer-pigmente.com/legal-notice,Fehler,None,NEIN
kremer-pigmente.com/kontakt/impressum,Fehler,None,NEIN
kremer-pigmente.com/de/legal/impressum,Fehler,None,NEIN
kremer-pigmente.com/-impressum/,Fehler,None,NEIN
kremer-pigmente.com/de/impressum,Fehler,None,NEIN
kremer-pigmente.com/impressum-de,Fehler,None,NEIN
kremer-pigmente.com/impressum-datenschutz,Fehler,None,NEIN
kremer-pigmente.com/unternehmen/impressum,Fehler,None,NEIN
kremer-pigmente.com/site/impressum,Fehler,None,NEIN
kremer-pigmente.com/footer/impressum,Fehler,None,NEIN
kremer-pigmente.com/kontakt/impressum.html,Fehler,None,NEIN
kremer-pigmente.com/about/impressum,Fehler,None,NEIN
kremer-pigmente.com/info/impressum,Fehler,None,NEIN
kremer-pigmente.com/legal/impressum,Fehler,None,NEIN
kremer-pigmente.com/imprint,Fehler,None,NEIN
kremer-pigmente.com/ueber-uns/impressum,Fehler,None,NEIN
kremer-pigmente.com/pages/impressum,Fehler,None,NEIN
kremer-pigmente.com/impressum-und-datenschutz,Fehler,None,NEIN
kremer-pigmente.com/rechtliches/impressum,Fehler,None,NEIN
kremer-pigmente.com/rechtliches/impressum.html,Fehler,None,NEIN
kremer-pigmente.com/s/impressum,Fehler,None,NEIN
kremer-pigmente.com/de/service/imprint/,Fehler,None,NEIN
jacksonsart.com/impressum,Fehler,None,NEIN
jacksonsart.com/impressum.html,Fehler,None,NEIN
jacksonsart.com/legal-notice,Fehler,None,NEIN
jacksonsart.com/kontakt/impressum,Fehler,None,NEIN
jacksonsart.com/de/legal/impressum,Fehler,None,NEIN
jacksonsart.com/-impressum/,Fehler,None,NEIN
jacksonsart.com/de/impressum,Fehler,None,NEIN
jacksonsart.com/impressum-de,Fehler,None,NEIN
jacksonsart.com/impressum-datenschutz,Fehler,None,NEIN
jacksonsart.com/unternehmen/impressum,Fehler,None,NEIN
jacksonsart.com/site/impressum,Fehler,None,NEIN
jacksonsart.com/footer/impressum,Fehler,None,NEIN
jacksonsart.com/kontakt/impressum.html,Fehler,None,NEIN
jacksonsart.com/about/impressum,Fehler,None,NEIN
jacksonsart.com/info/impressum,Fehler,None,NEIN
jacksonsart.com/legal/impressum,Fehler,None,NEIN
jacksonsart.com/imprint,Fehler,None,NEIN
jacksonsart.com/ueber-uns/impressum,Fehler,None,NEIN
jacksonsart.com/pages/impressum,Fehler,None,NEIN
jacksonsart.com/impressum-und-datenschutz,Fehler,None,NEIN
jacksonsart.com/rechtliches/impressum,Fehler,None,NEIN
jacksonsart.com/rechtliches/impressum.html,Fehler,None,NEIN
jacksonsart.com/s/impressum,Fehler,None,NEIN
jacksonsart.com/de/service/imprint/,Fehler,None,NEIN
kreativ-depot.de/impressum,Fehler,None,NEIN
kreativ-depot.de/impressum.html,Fehler,None,NEIN
kreativ-depot.de/legal-notice,Fehler,None,NEIN
kreativ-depot.de/kontakt/impressum,Fehler,None,NEIN
kreativ-depot.de/de/legal/impressum,Fehler,None,NEIN
kreativ-depot.de/-impressum/,Fehler,None,NEIN
kreativ-depot.de/de/impressum,Fehler,None,NEIN
kreativ-depot.de/impressum-de,Fehler,None,NEIN
kreativ-depot.de/impressum-datenschutz,Fehler,None,NEIN
kreativ-depot.de/unternehmen/impressum,Fehler,None,NEIN
kreativ-depot.de/site/impressum,Fehler,None,NEIN
kreativ-depot.de/footer/impressum,Fehler,None,NEIN
kreativ-depot.de/kontakt/impressum.html,Fehler,None,NEIN
kreativ-depot.de/about/impressum,Fehler,None,NEIN
kreativ-depot.de/info/impressum,Fehler,None,NEIN
kreativ-depot.de/legal/impressum,Fehler,None,NEIN
kreativ-depot.de/imprint,Fehler,None,NEIN
kreativ-depot.de/ueber-uns/impressum,Fehler,None,NEIN
kreativ-depot.de/pages/impressum,Fehler,None,NEIN
kreativ-depot.de/impressum-und-datenschutz,Fehler,None,NEIN
kreativ-depot.de/rechtliches/impressum,Fehler,None,NEIN
kreativ-depot.de/rechtliches/impressum.html,Fehler,None,NEIN
kreativ-depot.de/s/impressum,Fehler,None,NEIN
kreativ-depot.de/de/service/imprint/,Fehler,None,NEIN
labbe.de/impressum,Fehler,None,NEIN
labbe.de/impressum.html,Fehler,None,NEIN
labbe.de/legal-notice,Fehler,None,NEIN
labbe.de/kontakt/impressum,Fehler,None,NEIN
labbe.de/de/legal/impressum,Fehler,None,NEIN
labbe.de/-impressum/,Fehler,None,NEIN
labbe.de/de/impressum,Fehler,None,NEIN
labbe.de/impressum-de,Fehler,None,NEIN
labbe.de/impressum-datenschutz,Fehler,None,NEIN
labbe.de/unternehmen/impressum,Fehler,None,NEIN
labbe.de/site/impressum,Fehler,None,NEIN
labbe.de/footer/impressum,Fehler,None,NEIN
labbe.de/kontakt/impressum.html,Fehler,None,NEIN
labbe.de/about/impressum,Fehler,None,NEIN
labbe.de/info/impressum,Fehler,None,NEIN
labbe.de/legal/impressum,Fehler,None,NEIN
labbe.de/imprint,Fehler,None,NEIN
labbe.de/ueber-uns/impressum,Fehler,None,NEIN
labbe.de/pages/impressum,Fehler,None,NEIN
labbe.de/impressum-und-datenschutz,Fehler,None,NEIN
labbe.de/rechtliches/impressum,Fehler,None,NEIN
labbe.de/rechtliches/impressum.html,Fehler,None,NEIN
labbe.de/s/impressum,Fehler,None,NEIN
labbe.de/de/service/imprint/,Fehler,None,NEIN
opitec.de/impressum,Fehler,None,NEIN
opitec.de/impressum.html,Fehler,None,NEIN
opitec.de/legal-notice,Fehler,None,NEIN
opitec.de/kontakt/impressum,Fehler,None,NEIN
opitec.de/de/legal/impressum,Fehler,None,NEIN
opitec.de/-impressum/,Fehler,None,NEIN
opitec.de/de/impressum,Fehler,None,NEIN
opitec.de/impressum-de,Fehler,None,NEIN
opitec.de/impressum-datenschutz,Fehler,None,NEIN
opitec.de/unternehmen/impressum,Fehler,None,NEIN
opitec.de/site/impressum,Fehler,None,NEIN
opitec.de/footer/impressum,Fehler,None,NEIN
opitec.de/kontakt/impressum.html,Fehler,None,NEIN
opitec.de/about/impressum,Fehler,None,NEIN
opitec.de/info/impressum,Fehler,None,NEIN
opitec.de/legal/impressum,Fehler,None,NEIN
opitec.de/imprint,Fehler,None,NEIN
opitec.de/ueber-uns/impressum,Fehler,None,NEIN
opitec.de/pages/impressum,Fehler,None,NEIN
opitec.de/impressum-und-datenschutz,Fehler,None,NEIN
opitec.de/rechtliches/impressum,Fehler,None,NEIN
opitec.de/rechtliches/impressum.html,Fehler,None,NEIN
opitec.de/s/impressum,Fehler,None,NEIN
opitec.de/de/service/imprint/,Fehler,None,NEIN
architekturbedarf.de/impressum,Fehler,None,NEIN
architekturbedarf.de/impressum.html,Fehler,None,NEIN
architekturbedarf.de/legal-notice,Fehler,None,NEIN
architekturbedarf.de/kontakt/impressum,Fehler,None,NEIN
architekturbedarf.de/de/legal/impressum,Fehler,None,NEIN
architekturbedarf.de/-impressum/,Fehler,None,NEIN
architekturbedarf.de/de/impressum,Fehler,None,NEIN
architekturbedarf.de/impressum-de,Fehler,None,NEIN
architekturbedarf.de/impressum-datenschutz,Fehler,None,NEIN
architekturbedarf.de/unternehmen/impressum,Fehler,None,NEIN
architekturbedarf.de/site/impressum,Fehler,None,NEIN
architekturbedarf.de/footer/impressum,Fehler,None,NEIN
architekturbedarf.de/kontakt/impressum.html,Fehler,None,NEIN
architekturbedarf.de/about/impressum,Fehler,None,NEIN
architekturbedarf.de/info/impressum,Fehler,None,NEIN
architekturbedarf.de/legal/impressum,Fehler,None,NEIN
architekturbedarf.de/imprint,Fehler,None,NEIN
architekturbedarf.de/ueber-uns/impressum,Fehler,None,NEIN
architekturbedarf.de/pages/impressum,Fehler,None,NEIN
architekturbedarf.de/impressum-und-datenschutz,Fehler,None,NEIN
architekturbedarf.de/rechtliches/impressum,Fehler,None,NEIN
architekturbedarf.de/rechtliches/impressum.html,Fehler,None,NEIN
architekturbedarf.de/s/impressum,Fehler,None,NEIN
architekturbedarf.de/de/service/imprint/,Fehler,None,NEIN
rico-design.com/impressum,Fehler,None,NEIN
rico-design.com/impressum.html,Fehler,None,NEIN
rico-design.com/legal-notice,Fehler,None,NEIN
rico-design.com/kontakt/impressum,Fehler,None,NEIN
rico-design.com/de/legal/impressum,Fehler,None,NEIN
rico-design.com/-impressum/,Fehler,None,NEIN
rico-design.com/de/impressum,Fehler,None,NEIN
rico-design.com/impressum-de,Fehler,None,NEIN
rico-design.com/impressum-datenschutz,Fehler,None,NEIN
rico-design.com/unternehmen/impressum,Fehler,None,NEIN
rico-design.com/site/impressum,Fehler,None,NEIN
rico-design.com/footer/impressum,Fehler,None,NEIN
rico-design.com/kontakt/impressum.html,Fehler,None,NEIN
rico-design.com/about/impressum,Fehler,None,NEIN
rico-design.com/info/impressum,Fehler,None,NEIN
rico-design.com/legal/impressum,Fehler,None,NEIN
rico-design.com/imprint,Fehler,None,NEIN
rico-design.com/ueber-uns/impressum,Fehler,None,NEIN
rico-design.com/pages/impressum,Fehler,None,NEIN
rico-design.com/impressum-und-datenschutz,Fehler,None,NEIN
rico-design.com/rechtliches/impressum,Fehler,None,NEIN
rico-design.com/rechtliches/impressum.html,Fehler,None,NEIN
rico-design.com/s/impressum,Fehler,None,NEIN
rico-design.com/de/service/imprint/,Fehler,None,NEIN
ikv-shop.de/impressum,Fehler,None,NEIN
ikv-shop.de/impressum.html,Fehler,None,NEIN
ikv-shop.de/legal-notice,Fehler,None,NEIN
ikv-shop.de/kontakt/impressum,Fehler,None,NEIN
ikv-shop.de/de/legal/impressum,Fehler,None,NEIN
ikv-shop.de/-impressum/,Fehler,None,NEIN
ikv-shop.de/de/impressum,Fehler,None,NEIN
ikv-shop.de/impressum-de,Fehler,None,NEIN
ikv-shop.de/impressum-datenschutz,Fehler,None,NEIN
ikv-shop.de/unternehmen/impressum,Fehler,None,NEIN
ikv-shop.de/site/impressum,Fehler,None,NEIN
ikv-shop.de/footer/impressum,Fehler,None,NEIN
ikv-shop.de/kontakt/impressum.html,Fehler,None,NEIN
ikv-shop.de/about/impressum,Fehler,None,NEIN
ikv-shop.de/info/impressum,Fehler,None,NEIN
ikv-shop.de/legal/impressum,Fehler,None,NEIN
ikv-shop.de/imprint,Fehler,None,NEIN
ikv-shop.de/ueber-uns/impressum,Fehler,None,NEIN
ikv-shop.de/pages/impressum,Fehler,None,NEIN
ikv-shop.de/impressum-und-datenschutz,Fehler,None,NEIN
ikv-shop.de/rechtliches/impressum,Fehler,None,NEIN
ikv-shop.de/rechtliches/impressum.html,Fehler,None,NEIN
ikv-shop.de/s/impressum,Fehler,None,NEIN
ikv-shop.de/de/service/imprint/,Fehler,None,NEIN
https://www.gerstaecker.de/impressum,200,footer,JA
https://www.idee-shop.com/impressum,200,footer,JA
https://www.boesner.com/impressum,200,footer,JA
